name,url,country,pageid,revid,ores
Climent Palmitjavila,https://en.wikipedia.org/wiki/Climent_Palmitjavila,Andorra,67267060,1102731108,Stub
Antoni Puigdellívol,https://en.wikipedia.org/wiki/Antoni_Puigdellívol,Andorra,66516001,1100253414,Start
Òscar Ribas Reig,https://en.wikipedia.org/wiki/Òscar_Ribas_Reig,Andorra,11768546,1105529195,C
Boris Skossyreff,https://en.wikipedia.org/wiki/Boris_Skossyreff,Andorra,1471309,1114575861,GA
Enric Tarrado Vives,https://en.wikipedia.org/wiki/Enric_Tarrado_Vives,Andorra,61488411,986671433,Stub
Alexandre Sebastião André,https://en.wikipedia.org/wiki/Alexandre_Sebastião_André,Angola,59160194,979043156,Stub
Isaac Maria dos Anjos,https://en.wikipedia.org/wiki/Isaac_Maria_dos_Anjos,Angola,59125098,1087791055,Stub
Paulino Baptista,https://en.wikipedia.org/wiki/Paulino_Baptista,Angola,71062546,1098277989,Start
João Baptista Borges,https://en.wikipedia.org/wiki/João_Baptista_Borges,Angola,71062166,1108136082,Start
Branca Manuel Espirito Santo,https://en.wikipedia.org/wiki/Branca_Manuel_Espirito_Santo,Angola,70373382,1082903108,Stub
André Luís Brandão,https://en.wikipedia.org/wiki/André_Luís_Brandão,Angola,59144106,1092527809,Stub
André Gaspar Mendes de Carvalho,https://en.wikipedia.org/wiki/André_Gaspar_Mendes_de_Carvalho,Angola,59225093,871672690,Stub
Carolina Cerqueira,https://en.wikipedia.org/wiki/Carolina_Cerqueira,Angola,35728776,1081277226,C
Arlete Chimbinda,https://en.wikipedia.org/wiki/Arlete_Chimbinda,Angola,66494161,1101656146,Start
Kafundanga Chingunji,https://en.wikipedia.org/wiki/Kafundanga_Chingunji,Angola,14941379,1111470901,Stub
Jeremias Chitunda,https://en.wikipedia.org/wiki/Jeremias_Chitunda,Angola,7182495,1076646666,Start
Abel Chivukuvuku,https://en.wikipedia.org/wiki/Abel_Chivukuvuku,Angola,2911041,987997249,Start
Adalberto Costa Júnior,https://en.wikipedia.org/wiki/Adalberto_Costa_Júnior,Angola,59146803,1107102259,Stub
Adjany Costa,https://en.wikipedia.org/wiki/Adjany_Costa,Angola,67009617,1081302172,Start
Álvaro Arnaldo Craveiro,https://en.wikipedia.org/wiki/Álvaro_Arnaldo_Craveiro,Angola,59124706,1112653739,Stub
Raul Danda,https://en.wikipedia.org/wiki/Raul_Danda,Angola,67613741,1099408586,Stub
Carlos António Fernandes,https://en.wikipedia.org/wiki/Carlos_António_Fernandes,Angola,59144168,1003396569,Stub
Fiel Domingos Constantino,https://en.wikipedia.org/wiki/Fiel_Domingos_Constantino,Angola,70373619,1082902869,Stub
Abraão Gourgel,https://en.wikipedia.org/wiki/Abraão_Gourgel,Angola,70373705,1080440646,Stub
Maria Monteiro Jardin,https://en.wikipedia.org/wiki/Maria_Monteiro_Jardin,Angola,59125160,1095470855,Stub
José da Rocha,https://en.wikipedia.org/wiki/José_da_Rocha,Angola,70373537,1094974511,Stub
Mateus de Brito Júnior,https://en.wikipedia.org/wiki/Mateus_de_Brito_Júnior,Angola,59144052,1054271575,Stub
Kambamba Kulaxingo,https://en.wikipedia.org/wiki/Kambamba_Kulaxingo,Angola,15020148,1093124425,Stub
Abel Xavier Nzuzi Lubota,https://en.wikipedia.org/wiki/Abel_Xavier_Nzuzi_Lubota,Angola,59146755,1080325199,Stub
David Mendes,https://en.wikipedia.org/wiki/David_Mendes,Angola,11645534,1024544204,Stub
Fernando Faustino Muteka,https://en.wikipedia.org/wiki/Fernando_Faustino_Muteka,Angola,59144241,1079490106,Stub
José Ndele,https://en.wikipedia.org/wiki/José_Ndele,Angola,57583596,1101583647,Stub
Daniel Ntongi-Nzinga,https://en.wikipedia.org/wiki/Daniel_Ntongi-Nzinga,Angola,15350356,848334573,Stub
Pedro Tonho Pedale,https://en.wikipedia.org/wiki/Pedro_Tonho_Pedale,Angola,71908101,1113903559,Stub
Elias Salupeto Pena,https://en.wikipedia.org/wiki/Elias_Salupeto_Pena,Angola,12740205,994023688,Stub
Pinda Simão,https://en.wikipedia.org/wiki/Pinda_Simão,Angola,70373806,1115384278,Stub
Johnny Eduardo Pinnock,https://en.wikipedia.org/wiki/Johnny_Eduardo_Pinnock,Angola,57651944,992923654,Stub
Santana André Pitra,https://en.wikipedia.org/wiki/Santana_André_Pitra,Angola,59124543,886771177,Stub
José Aníbal Lopes Rocha,https://en.wikipedia.org/wiki/José_Aníbal_Lopes_Rocha,Angola,59124604,985054758,Stub
Luís Gomes Sambo,https://en.wikipedia.org/wiki/Luís_Gomes_Sambo,Angola,71062374,1114131425,Start
José Filomeno dos Santos,https://en.wikipedia.org/wiki/José_Filomeno_dos_Santos,Angola,41153135,1111269228,Start
Jonas Savimbi,https://en.wikipedia.org/wiki/Jonas_Savimbi,Angola,264097,1110987217,C
Manuel Bernardo de Sousa,https://en.wikipedia.org/wiki/Manuel_Bernardo_de_Sousa,Angola,59144188,886461023,Stub
Augusto da Silva Tomás,https://en.wikipedia.org/wiki/Augusto_da_Silva_Tomás,Angola,59144273,1112407992,Stub
Luzia Inglês Van-Dúnem,https://en.wikipedia.org/wiki/Luzia_Inglês_Van-Dúnem,Angola,66363558,1067323463,Start
Manuel Vicente,https://en.wikipedia.org/wiki/Manuel_Vicente,Angola,34653679,1106406859,C
Mfulupinga Nlando Victor,https://en.wikipedia.org/wiki/Mfulupinga_Nlando_Victor,Angola,41094312,994085067,Start
Randolph Beazer,https://en.wikipedia.org/wiki/Randolph_Beazer,Antigua and Barbuda,4553552,1094157275,Stub
Studiation Brown,https://en.wikipedia.org/wiki/Studiation_Brown,Antigua and Barbuda,39196935,825090349,Stub
Colin O'Neil Browne,https://en.wikipedia.org/wiki/Colin_O'Neil_Browne,Antigua and Barbuda,70459566,1108425154,Stub
James Carlisle,https://en.wikipedia.org/wiki/James_Carlisle,Antigua and Barbuda,395065,1112658085,C
Gail Christian,https://en.wikipedia.org/wiki/Gail_Christian,Antigua and Barbuda,70464491,1082380535,Start
Osbert Richard Frederick,https://en.wikipedia.org/wiki/Osbert_Richard_Frederick,Antigua and Barbuda,70457407,1082381271,Start
William Haynes-Smith,https://en.wikipedia.org/wiki/William_Haynes-Smith,Antigua and Barbuda,36172495,1037116181,C
Tim Hector,https://en.wikipedia.org/wiki/Tim_Hector,Antigua and Barbuda,1706347,1075044001,C
Cheryl Mary Clare Hurst,https://en.wikipedia.org/wiki/Cheryl_Mary_Clare_Hurst,Antigua and Barbuda,70458059,1082380270,Stub
Wilfred Jacobs,https://en.wikipedia.org/wiki/Wilfred_Jacobs,Antigua and Barbuda,866767,1110866224,Stub
Harold Lovell,https://en.wikipedia.org/wiki/Harold_Lovell,Antigua and Barbuda,1370238,1106157497,Start
John Lyons (Antiguan politician),https://en.wikipedia.org/wiki/John_Lyons_(Antiguan_politician),Antigua and Barbuda,1474881,1102523754,C
Edmond Mansoor,https://en.wikipedia.org/wiki/Edmond_Mansoor,Antigua and Barbuda,70457778,1106044619,Stub
Joanne Massiah,https://en.wikipedia.org/wiki/Joanne_Massiah,Antigua and Barbuda,69840005,1095742971,Stub
Melford Walter Nicholas,https://en.wikipedia.org/wiki/Melford_Walter_Nicholas,Antigua and Barbuda,66270219,1113392435,Start
Bernard Percival,https://en.wikipedia.org/wiki/Bernard_Percival,Antigua and Barbuda,32457882,1073473676,Stub
Alincia Williams-Grant,https://en.wikipedia.org/wiki/Alincia_Williams-Grant,Antigua and Barbuda,56554702,1080767913,Start
Joaquín Samuel de Anchorena,https://en.wikipedia.org/wiki/Joaquín_Samuel_de_Anchorena,Argentina,34245516,1096421201,Start
Juan Agustín Augier,https://en.wikipedia.org/wiki/Juan_Agustín_Augier,Argentina,34244737,989941326,Stub
Uladislao Augier,https://en.wikipedia.org/wiki/Uladislao_Augier,Argentina,33983813,1083670137,Stub
Joaquín Belgrano,https://en.wikipedia.org/wiki/Joaquín_Belgrano,Argentina,59327216,1033486500,Start
Antonio Bermejo,https://en.wikipedia.org/wiki/Antonio_Bermejo,Argentina,33664981,1111012579,Start
Antonio Beruti,https://en.wikipedia.org/wiki/Antonio_Beruti,Argentina,6073785,1072761348,Start
Héctor Bidonde,https://en.wikipedia.org/wiki/Héctor_Bidonde,Argentina,9284882,1091652004,Start
Silvano Bores,https://en.wikipedia.org/wiki/Silvano_Bores,Argentina,34237682,1035890502,Stub
Pedro Braillard Poccard,https://en.wikipedia.org/wiki/Pedro_Braillard_Poccard,Argentina,71346475,1100848745,Stub
Exequiel Bustillo,https://en.wikipedia.org/wiki/Exequiel_Bustillo,Argentina,49155928,1096179751,Stub
Mario Cafiero,https://en.wikipedia.org/wiki/Mario_Cafiero,Argentina,65315071,1102185475,Stub
Alberto Manuel Campos,https://en.wikipedia.org/wiki/Alberto_Manuel_Campos,Argentina,34245468,1073206939,Start
Alejo Castex,https://en.wikipedia.org/wiki/Alejo_Castex,Argentina,30075886,1096414709,C
Dámaso Centeno,https://en.wikipedia.org/wiki/Dámaso_Centeno,Argentina,37675541,1096183091,Stub
Carlos Corach,https://en.wikipedia.org/wiki/Carlos_Corach,Argentina,63021574,1068148753,Stub
Jorge Coscia,https://en.wikipedia.org/wiki/Jorge_Coscia,Argentina,68921848,1099409991,Stub
Juan Carlos Del Bello,https://en.wikipedia.org/wiki/Juan_Carlos_Del_Bello,Argentina,68279846,1100037128,Stub
Luis L. Domínguez,https://en.wikipedia.org/wiki/Luis_L._Domínguez,Argentina,34269206,1089356576,C
Máximo Etchecopar,https://en.wikipedia.org/wiki/Máximo_Etchecopar,Argentina,24435828,1115155777,Start
Héctor Toty Flores,https://en.wikipedia.org/wiki/Héctor_Toty_Flores,Argentina,57444909,1067754685,Stub
Juan Fugl,https://en.wikipedia.org/wiki/Juan_Fugl,Argentina,35019444,1073206214,Stub
Santiago Gallo,https://en.wikipedia.org/wiki/Santiago_Gallo,Argentina,34245355,1039135531,Start
Manuel José García,https://en.wikipedia.org/wiki/Manuel_José_García,Argentina,34116308,1007128573,Stub
Juan José Gómez Centurión,https://en.wikipedia.org/wiki/Juan_José_Gómez_Centurión,Argentina,62063026,1110844685,Stub
Luis Carlos Gómez Centurión,https://en.wikipedia.org/wiki/Luis_Carlos_Gómez_Centurión,Argentina,33775919,1040878894,Stub
Martín Guzmán,https://en.wikipedia.org/wiki/Martín_Guzmán,Argentina,62520482,1111128923,C
Federico Helguera,https://en.wikipedia.org/wiki/Federico_Helguera,Argentina,53925600,1066754349,Start
Fernando Iglesias (Argentine politician),https://en.wikipedia.org/wiki/Fernando_Iglesias_(Argentine_politician),Argentina,64207179,1093400021,C
Ricardo Kennedy,https://en.wikipedia.org/wiki/Ricardo_Kennedy,Argentina,59157871,1096426574,Stub
Carlos Kunkel,https://en.wikipedia.org/wiki/Carlos_Kunkel,Argentina,66679031,1005790906,Stub
Norberto La Porta,https://en.wikipedia.org/wiki/Norberto_La_Porta,Argentina,34227726,721029407,Stub
Andrés Larroque,https://en.wikipedia.org/wiki/Andrés_Larroque,Argentina,42602703,1060504858,Start
Julián de Leyva,https://en.wikipedia.org/wiki/Julián_de_Leyva,Argentina,34238187,959654287,Stub
Mónica López (politician),https://en.wikipedia.org/wiki/Mónica_López_(politician),Argentina,33618474,797826672,Stub
Lucio Victorio Mansilla,https://en.wikipedia.org/wiki/Lucio_Victorio_Mansilla,Argentina,63411508,1086339086,Start
Nicolás Massot,https://en.wikipedia.org/wiki/Nicolás_Massot,Argentina,67425992,1069153148,Start
Juan Mignaburu,https://en.wikipedia.org/wiki/Juan_Mignaburu,Argentina,50311956,994878410,Stub
Guillermo Montenegro,https://en.wikipedia.org/wiki/Guillermo_Montenegro,Argentina,48718026,1096175549,Stub
Mariano Moreno,https://en.wikipedia.org/wiki/Mariano_Moreno,Argentina,2646684,1113829451,B
Marcelo Muniagurria,https://en.wikipedia.org/wiki/Marcelo_Muniagurria,Argentina,60735110,1108926646,Stub
Fernando Nadra,https://en.wikipedia.org/wiki/Fernando_Nadra,Argentina,59875492,1105357958,C
Rómulo Sebastián Naón,https://en.wikipedia.org/wiki/Rómulo_Sebastián_Naón,Argentina,30408343,1096261399,Start
Santiago G. O'Farrell,https://en.wikipedia.org/wiki/Santiago_G._O'Farrell,Argentina,68384265,1096261487,Start
Miguel Ángel Pesce,https://en.wikipedia.org/wiki/Miguel_Ángel_Pesce,Argentina,64796030,1096459313,Start
Carlos Petroni,https://en.wikipedia.org/wiki/Carlos_Petroni,Argentina,4711836,1100374393,C
Alejo Peyret,https://en.wikipedia.org/wiki/Alejo_Peyret,Argentina,13969711,1091481103,B
Aldo Pignanelli,https://en.wikipedia.org/wiki/Aldo_Pignanelli,Argentina,65165279,1106856167,Stub
Enrique S. Quintana,https://en.wikipedia.org/wiki/Enrique_S._Quintana,Argentina,61319752,1016343362,Start
Amán Rawson,https://en.wikipedia.org/wiki/Amán_Rawson,Argentina,37614763,1096678788,Start
Martín Sabbatella,https://en.wikipedia.org/wiki/Martín_Sabbatella,Argentina,32035804,1073202733,C
Juan Pablo Schiavi,https://en.wikipedia.org/wiki/Juan_Pablo_Schiavi,Argentina,43733197,1069152180,C
Héctor Tizón,https://en.wikipedia.org/wiki/Héctor_Tizón,Argentina,36611677,1096176230,Start
Claudio Uberti,https://en.wikipedia.org/wiki/Claudio_Uberti,Argentina,44314693,1032047313,C
Arístides Villanueva,https://en.wikipedia.org/wiki/Arístides_Villanueva,Argentina,43580622,994807413,Start
Artashes Abeghyan,https://en.wikipedia.org/wiki/Artashes_Abeghyan,Armenia,51452962,1088583026,Start
Aram Achekbashian,https://en.wikipedia.org/wiki/Aram_Achekbashian,Armenia,40464372,1046857776,Stub
Hovsep Arghutian,https://en.wikipedia.org/wiki/Hovsep_Arghutian,Armenia,17671212,1095822812,Start
Mikael Atabekyan,https://en.wikipedia.org/wiki/Mikael_Atabekyan,Armenia,51382726,1008108682,Stub
Tigran Bekzadyan,https://en.wikipedia.org/wiki/Tigran_Bekzadyan,Armenia,51382722,1027604306,Stub
Vigen Chitechyan,https://en.wikipedia.org/wiki/Vigen_Chitechyan,Armenia,68921820,1099308421,Stub
Hayk Chobanyan,https://en.wikipedia.org/wiki/Hayk_Chobanyan,Armenia,62954035,1093711595,Start
Daniel-Bek of Sassun,https://en.wikipedia.org/wiki/Daniel-Bek_of_Sassun,Armenia,14241847,1114419837,Start
Gurgen Egiazaryan,https://en.wikipedia.org/wiki/Gurgen_Egiazaryan,Armenia,65758698,1103745376,Start
Parunak Ferukhan,https://en.wikipedia.org/wiki/Parunak_Ferukhan,Armenia,39480125,1114420012,Stub
Hambardzum Galstyan,https://en.wikipedia.org/wiki/Hambardzum_Galstyan,Armenia,69116429,1084735335,Start
Gegham Gharibjanian,https://en.wikipedia.org/wiki/Gegham_Gharibjanian,Armenia,45654470,1048485720,C
Gevorg Ghazaryan (politician),https://en.wikipedia.org/wiki/Gevorg_Ghazaryan_(politician),Armenia,51382743,1082547991,Stub
Andrias Ghukasyan,https://en.wikipedia.org/wiki/Andrias_Ghukasyan,Armenia,38182964,1108345283,Start
Aram Grigoryan,https://en.wikipedia.org/wiki/Aram_Grigoryan,Armenia,71835369,1112117000,Stub
Armen Grigoryan (politician),https://en.wikipedia.org/wiki/Armen_Grigoryan_(politician),Armenia,60280371,1069944070,C
Hayk Grigoryan,https://en.wikipedia.org/wiki/Hayk_Grigoryan,Armenia,61950972,1090623549,Start
Grigor Jaghetyan,https://en.wikipedia.org/wiki/Grigor_Jaghetyan,Armenia,51385769,1062820993,Stub
Tigran Karapetyan,https://en.wikipedia.org/wiki/Tigran_Karapetyan,Armenia,49890680,1112833785,Stub
Khachatur-Bek of Mush,https://en.wikipedia.org/wiki/Khachatur-Bek_of_Mush,Armenia,14241986,1114420639,Stub
Aram Kocharyan,https://en.wikipedia.org/wiki/Aram_Kocharyan,Armenia,71646764,1107982644,Stub
Davit Lokyan,https://en.wikipedia.org/wiki/Davit_Lokyan,Armenia,64803270,1089241404,Start
Hrant Maloyan,https://en.wikipedia.org/wiki/Hrant_Maloyan,Armenia,47716578,1114902744,C
Khachatur Malumian,https://en.wikipedia.org/wiki/Khachatur_Malumian,Armenia,17671927,1114420669,Start
Aram Manukyan,https://en.wikipedia.org/wiki/Aram_Manukyan,Armenia,43861613,1048512708,Start
Gevorg Melik-Karagyozyan,https://en.wikipedia.org/wiki/Gevorg_Melik-Karagyozyan,Armenia,51382725,980519720,Stub
Vahan Minakhoryan,https://en.wikipedia.org/wiki/Vahan_Minakhoryan,Armenia,37676127,1055697655,Stub
Ruben Mirzakhanyan,https://en.wikipedia.org/wiki/Ruben_Mirzakhanyan,Armenia,52825646,1084737845,Start
Badal Muradyan,https://en.wikipedia.org/wiki/Badal_Muradyan,Armenia,69622019,1090630537,Start
Gabriel Noradunkyan,https://en.wikipedia.org/wiki/Gabriel_Noradunkyan,Armenia,33570439,1114426086,C
Suren Papikyan,https://en.wikipedia.org/wiki/Suren_Papikyan,Armenia,69624980,1112772824,Start
Paul Paul,https://en.wikipedia.org/wiki/Paul_Paul,Armenia,38740149,1114420707,Start
Garo Paylan,https://en.wikipedia.org/wiki/Garo_Paylan,Armenia,50404059,1104655518,C
Genrikh Poghosyan,https://en.wikipedia.org/wiki/Genrikh_Poghosyan,Armenia,34177704,1085393392,Start
Ishkhan Saghatelyan,https://en.wikipedia.org/wiki/Ishkhan_Saghatelyan,Armenia,67643004,1107169295,GA
Martiros Sarukhanyan,https://en.wikipedia.org/wiki/Martiros_Sarukhanyan,Armenia,42075810,933482772,Stub
Vartkes Serengülian,https://en.wikipedia.org/wiki/Vartkes_Serengülian,Armenia,19929382,1114426992,Start
Serop Zakaryan,https://en.wikipedia.org/wiki/Serop_Zakaryan,Armenia,54156092,1057547947,Stub
Servitchen,https://en.wikipedia.org/wiki/Servitchen,Armenia,37935229,1114420738,Stub
Suren Shadunts,https://en.wikipedia.org/wiki/Suren_Shadunts,Armenia,8048537,1109564586,Start
Kasbar Sinabian,https://en.wikipedia.org/wiki/Kasbar_Sinabian,Armenia,37943272,1114426546,Stub
Ohannes Tchekidjian,https://en.wikipedia.org/wiki/Ohannes_Tchekidjian,Armenia,41520046,1090861179,Start
Hrayr Tovmasyan,https://en.wikipedia.org/wiki/Hrayr_Tovmasyan,Armenia,63774722,993785842,Stub
Usuv Beg,https://en.wikipedia.org/wiki/Usuv_Beg,Armenia,66901795,1086955149,Stub
Kegham Vanigian,https://en.wikipedia.org/wiki/Kegham_Vanigian,Armenia,40573188,1114420793,Start
Artak Zeynalyan,https://en.wikipedia.org/wiki/Artak_Zeynalyan,Armenia,59724252,1097086972,Start
Alfons Adam,https://en.wikipedia.org/wiki/Alfons_Adam,Austria,67603883,1103541474,Start
Ingo Appelt,https://en.wikipedia.org/wiki/Ingo_Appelt,Austria,4252669,997950968,Stub
Baron Alexander von Bach,https://en.wikipedia.org/wiki/Baron_Alexander_von_Bach,Austria,2247772,1114355363,C
"Maximilian Anton Karl, Count Baillet de Latour","https://en.wikipedia.org/wiki/Maximilian_Anton_Karl,_Count_Baillet_de_Latour",Austria,26429545,1112473939,Start
Heinrich Alfred Barb,https://en.wikipedia.org/wiki/Heinrich_Alfred_Barb,Austria,48931564,1092809567,Start
Raphael Basch,https://en.wikipedia.org/wiki/Raphael_Basch,Austria,6387948,1023595642,Start
Leopold Berchtold,https://en.wikipedia.org/wiki/Leopold_Berchtold,Austria,862679,1089443270,C
Hanns Blaschke,https://en.wikipedia.org/wiki/Hanns_Blaschke,Austria,29152372,1112474283,Stub
Andreas Bolek,https://en.wikipedia.org/wiki/Andreas_Bolek,Austria,29190628,1005030653,Start
Joseph Buttinger,https://en.wikipedia.org/wiki/Joseph_Buttinger,Austria,4825936,1080982386,Start
Prince Carl of Solms-Braunfels,https://en.wikipedia.org/wiki/Prince_Carl_of_Solms-Braunfels,Austria,3946756,1107215721,C
Count Wenzel Chotek of Chotkow and Wognin,https://en.wikipedia.org/wiki/Count_Wenzel_Chotek_of_Chotkow_and_Wognin,Austria,19949832,1083654825,Start
Citizens' Ministry,https://en.wikipedia.org/wiki/Citizens'_Ministry,Austria,37015016,1071736555,C
Richard von Coudenhove-Kalergi,https://en.wikipedia.org/wiki/Richard_von_Coudenhove-Kalergi,Austria,42869603,1108787206,C
Karl von Czyhlarz,https://en.wikipedia.org/wiki/Karl_von_Czyhlarz,Austria,5716768,1021127705,Stub
George Abraham von Dyhrn,https://en.wikipedia.org/wiki/George_Abraham_von_Dyhrn,Austria,31313608,1007538469,Stub
Hans Ferlitsch,https://en.wikipedia.org/wiki/Hans_Ferlitsch,Austria,4197699,941916920,Stub
Friedhelm Frischenschlager,https://en.wikipedia.org/wiki/Friedhelm_Frischenschlager,Austria,38346616,1018809630,Start
Anton Füster,https://en.wikipedia.org/wiki/Anton_Füster,Austria,22981696,1078570802,Start
Julius Anton Glaser,https://en.wikipedia.org/wiki/Julius_Anton_Glaser,Austria,24472255,1112473750,C
Walter Guggenberger,https://en.wikipedia.org/wiki/Walter_Guggenberger,Austria,25145889,1112473762,Start
Ulrich Habsburg-Lothringen,https://en.wikipedia.org/wiki/Ulrich_Habsburg-Lothringen,Austria,46179557,1112474612,Stub
Ernst Hampel (politician),https://en.wikipedia.org/wiki/Ernst_Hampel_(politician),Austria,63115789,1069436586,Stub
Franz von Hartig,https://en.wikipedia.org/wiki/Franz_von_Hartig,Austria,36885213,1007537619,Stub
Hans Peter Haselsteiner,https://en.wikipedia.org/wiki/Hans_Peter_Haselsteiner,Austria,36079970,1112603346,Start
Friedrich Wilhelm von Haugwitz,https://en.wikipedia.org/wiki/Friedrich_Wilhelm_von_Haugwitz,Austria,7719777,1112275892,C
Eduard Hedvicek,https://en.wikipedia.org/wiki/Eduard_Hedvicek,Austria,2732436,1115494542,Stub
Eduard Herbst,https://en.wikipedia.org/wiki/Eduard_Herbst,Austria,15382153,1007530580,Start
Hermann Stern,https://en.wikipedia.org/wiki/Hermann_Stern,Austria,70735542,1101206070,C
Jürgen Himmelbauer,https://en.wikipedia.org/wiki/Jürgen_Himmelbauer,Austria,39588754,969146003,Stub
Anton Hofer,https://en.wikipedia.org/wiki/Anton_Hofer,Austria,32850726,1105446235,Start
Andreas Hörtnagl,https://en.wikipedia.org/wiki/Andreas_Hörtnagl,Austria,6149096,969145984,Stub
Franz Jetzinger,https://en.wikipedia.org/wiki/Franz_Jetzinger,Austria,20006161,1086163096,Start
Konstantin Jireček,https://en.wikipedia.org/wiki/Konstantin_Jireček,Austria,901939,1100601439,C
Hugo Jury,https://en.wikipedia.org/wiki/Hugo_Jury,Austria,4256918,1115504900,C
Maximilian Ulrich von Kaunitz,https://en.wikipedia.org/wiki/Maximilian_Ulrich_von_Kaunitz,Austria,53231919,1087172023,Start
Joseph Kenner,https://en.wikipedia.org/wiki/Joseph_Kenner,Austria,32207173,1112603390,Start
Theodor Kery,https://en.wikipedia.org/wiki/Theodor_Kery,Austria,39619941,1065573627,Stub
Michael Killisch-Horn,https://en.wikipedia.org/wiki/Michael_Killisch-Horn,Austria,60026170,1106829544,Stub
Hubert Klausner,https://en.wikipedia.org/wiki/Hubert_Klausner,Austria,4231920,1111898436,Start
Martin Kocher,https://en.wikipedia.org/wiki/Martin_Kocher,Austria,68477408,1088269446,Stub
Józef Kożdoń,https://en.wikipedia.org/wiki/Józef_Kożdoń,Austria,25798636,1112603867,C
Jožef Krajnc,https://en.wikipedia.org/wiki/Jožef_Krajnc,Austria,63481720,1114850674,Start
Hans Kudlich,https://en.wikipedia.org/wiki/Hans_Kudlich,Austria,29043042,1048166289,Start
Gottfried von Kühnelt-Leddihn,https://en.wikipedia.org/wiki/Gottfried_von_Kühnelt-Leddihn,Austria,65497736,1068422030,Start
